Perioden	Regio's	Verkeer en vervoer/Motorvoertuigen/Personenauto's (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Bedrijfsmotorvoertuigen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (aantal)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (%) (per 1 000 inwoners)	Verkeer en vervoer/Lengte van wegen/Totale weglengte (kilometer)	Verkeer en vervoer/Lengte van wegen/Gemeentelijke en waterschapswegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Provinciale wegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Rijkswegen (kilometer)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpraktijk (km)	Nabijheid voorzieningen/Gezondheid/Aantal huisartsenpraktijken binnen 3 km (aantal)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpost (km)	Nabijheid voorzieningen/Gezondheid/Afstand tot ziekenhuis (km)	Nabijheid voorzieningen/Gezondheid/Aantal ziekenhuizen binnen 20 km (aantal)	Nabijheid voorzieningen/Kinderopvang/Afstand tot kinderdagverblijf (km)	Nabijheid voorzieningen/Kinderopvang/Aantal kinderdagverblijven binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school basisonderwijs (km)	Nabijheid voorzieningen/Onderwijs/Aantal basisonderwijsscholen binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school vmbo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen vmbo binnen 5 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school havo/vwo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen havo/vwo binnen 5 km (aantal)	Nabijheid voorzieningen/Detailhandel/Afstand tot grote supermarkt (km)	Nabijheid voorzieningen/Detailhandel/Aantal grote supermarkten binnen 3 km (aantal)	Nabijheid voorzieningen/Horeca/Afstand tot restaurant (km)	Nabijheid voorzieningen/Horeca/Aantal restaurants binnen 3 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bibliotheek (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bioscoop (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Aantal bioscopen binnen 10 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot zwembad (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot sportterrein (km)	Nabijheid voorzieningen/Groenvoorzieningen/Afstand tot openbaar groen (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot treinstation (km)	Milieu en bodemgebruik/Afval van huishoudens/Totaal huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Grof huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Gft-afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Oud papier en karton (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Verpakkingsglas (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Textiel (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Klein chemisch afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Overig huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Totale oppervlakte (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Land (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Water totaal (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Binnenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Buitenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Omgevingsadressendichtheid (per km²)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Verkeersterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Semi-bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Recreatieterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Agrarisch terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bos en open natuurlijk terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Verkeersterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Semi-bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Recreatieterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Agrarisch terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bos en open natuurlijk terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Verkeersterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Semi-bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Recreatieterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Agrarisch terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bos en open natuurlijk terrein (ha / 1 000 inwoners)
2008	Capelle aan den IJssel	28762	442	24974	384	2803	1594	25	2425	37	212	209	0	3	0.7	7.4	3.3	3.3	15.1			0.6	12.5	1.5	11.1	1.7	5.4	0.7	9.4	0.7	22.6	1.3	8.8	2	2.2	0.9	0.4	2	3.1										15.42	14.3	1.13	1.13	0	2175	121	906	64	258	72	5	8.5	63.6	4.5	18.1	5.1	0.3	2	14	1	4	1	0
2009	Capelle aan den IJssel	29366	450	25214	386	2983	1632	25	2778	43	211	208	0	3	0.7	7.4		3.4	14.3	0.6	10.6	0.6	12.4	1.5	11	1.7	5.3	0.7	9.5	0.7	22.4	1.3	8.8	2	2.3			2	3.2										15.42	14.26	1.16	1.16	0	2169																		
2010	Capelle aan den IJssel	29750	455	25575	391	2979	1646	25	3122	48	211	208	0	3	0.7	7.4		3.4	14.1	0.6	10.5	0.6	12.3	1.5	11.2	1.7	5.3	0.7	9.3	0.7	22.5		8.8	2	2.3	0.9	0.4	2	3.2										15.42	14.26	1.16	1.16	0	2186	102	932	51	270	64	3	7.2	65.6	3.6	19	4.5	0.2	2	14	1	4	1	0
2007	Castricum	14457	415	13791	396	1836	1523	44	1130	32	213	197	11	5	0.6	5.9	9.9	8.9	4	0.9	2.5	0.5	7.2	2.2	2.5	2.5	1.6					1.1						1.4	2.5	20731	8067	515	4672	2480	950	148	45		59.92	49.46	10.45	5.56	4.9	1154																		
2008	Castricum	14671	423	13983	403	1888	1558	45	1263	36	213	197	11	5	0.7	4.6	9.9	8.9	4			0.6	7.2	2.2	2.5	2.5	1.6	0.7	4.5	0.7	12.3	1.1	2.7	2.2	2.6	0.7	0.4	1.4	2.5	21261	8126	570	4638	2617	910	162	52		59.92	49.46	10.45	5.56	4.9	1154	136	654	13	232	2349	1579	2.7	13.2	0.3	4.7	47.3	31.8	4	19	0	7	68	45
2009	Castricum	14842	427	14169	408	1911	1610	46	1449	42	214	198	11	5	0.7	4.6		8.9	4	0.9	2.5	0.6	7.2	2.2	2.5	2.5	1.6	0.7	4.5	0.7	12.2	1.1	2.7	2.2	2.6			1.4	2.5	20413	7698	524	4616	2471	967	143	52		59.92	49.66	10.26	5.36	4.9	1164																		
2010	Castricum	14997	433	14364	415	1864	1666	48	1627	47	214	198	11	5	0.7	3.9		8.9	4	0.8	2.9	0.6	7.1	2.2	2.5	2.5	1.6	0.8	3.9	0.7	12.2		2.7	2.2	2.6	0.7	0.3	1.4	2.5	19682	7501	551	4439	2344	883	140	56	3768	59.92	49.66	10.26	5.36	4.9	1162	140	715	10	233	2346	1503	2.8	14.4	0.2	4.7	47.4	30.4	4	21	0	7	68	43
2007	Chaam																																																																							
2008	Chaam																																																																							
2009	Chaam																																																																							
2010	Chaam																																																																							
2007	Coevorden	17183	477	16563	460	2980	1905	53	1252	35	859	747	88	24	1.8	2	14	6.6	2.2	2.2	1.8	1	4.1	4.4	0.5	6.7	0.4					2						1.3	5.3	28750	8732	1962	4773	2373	734	162	39		299.68	296.66	3.03	3.03	0	471																		
2008	Coevorden	17535	487	16759	466	2984	1964	55	1327	37	859	747	88	23	1.7	2	14	6.6	2.2			1	4.2	4.4	0.5	6.6	0.4	1.4	3	1	7	2	16	0.1	6.7	1.4	0.7	1.3	5.2	28668	9010	1823	4440	2459	745	164	51		299.68	296.66	3.03	3.03	0	476	935	1181	272	595	23393	3278	3.2	4	0.9	2	78.9	11.1	26	33	8	17	650	91
2009	Coevorden	17827	497	17068	476	2930	2036	57	1449	40	859	748	88	23	1.7	2		6.5	2.2	1.8	1.9	1	4.2	4.3	0.5	6.6	0.4	1.3	3	1	7	2	16.1	0.1	6.6			1.3	5.2	28851	9225	1569	4798	2363	698	161	55	9982	299.68	296.3	3.38	3.38	0	475																		
2010	Coevorden	17810	493	17327	480	2884	2085	58	1563	43	859	748	85	27	1.8	2		6.6	2.2	1.8	1.9	1	4.2	4.4	0.5	6.6	0.4	1.4	3	1.3	6.2		14.1	0.1	6.3	1.2	0.5	1.3	5.2	28297	9478	1411	4491	2362	712	163	50	9630	299.68	296.3	3.38	3.38	0	473	972	1184	268	600	23096	3476	3.3	4	0.9	2	78	11.7	27	33	7	17	639	96
2007	Cothen																																																																							
2008	Cothen																																																																							
2009	Cothen																																																																							
2010	Cothen																																																																							
2007	Cranendonck	10274	507	9865	486	1733	980	48	1102	54	264	254	0	10	1	2.5	11.2	11.4	1.9	1.7	1.4	0.7	3.4	10.5	0	10.5	0					1.7						4	10.9	13723	3510	903	1026	1847	488	41	32		78.14	76.79	1.35	1.35	0	532																		
2008	Cranendonck	10403	513	9998	493	1787	1005	50	1153	57	264	254	0	10	1	2	11.2	11.4	1.9			0.7	3.4	10.5	0	10.5	0	1	2.5	1.1	6.9	1.7	10.9	0.2	14.8	1.1	0.6	4	10.9										78.14	76.79	1.35	1.35	0	533	235	848	40	104	3772	2655	3.1	11.1	0.5	1.4	49.3	34.7	12	42	2	5	186	131
2009	Cranendonck	10643	525	10207	504	1785	1050	52	1175	58	264	255	0	10	1	2		11.4	1.9	5.1	0.3	0.7	3.4	10.5	0	10.5	0	1	2.5	1.1	6.9	1.7	10.9	0.2	14.8			4	10.8	11570	3287	976	920	1916	472	106	26	3867	78.14	76.82	1.32	1.32	0	535																		
2010	Cranendonck	10804	531	10371	510	1778	1100	54	1257	62	263	253	0	10	1.3	1.8		11.4	1.9	1.7	0.8	0.7	3.4	12.2	0	10.5	0	1	2.5	1.1	6.3		10.8	0.2	14.8	1	0.5	4	10.8	10902	2876	890	986	1874	517		26		78.14	76.82	1.32	1.32	0	546	237	870	39	107	3752	2640	3.1	11.4	0.5	1.4	49.1	34.5	12	43	2	5	184	130
2007	Cromstrijen	6167	475	5780	445	1025	506	39	548	42	170	148	8	13	0.9	2.3	3.6	18.9	1.9	1.3	0.9	0.9	3.5	3.2	0.9	11	0					1.1						1.6	18.6	8521	3223	425	1639	894	262	48	21	2009	70.31	54.35	15.95	15.95	0	625																		
2008	Cromstrijen	6197	482	5787	450	1041	517	40	584	45	169	147	8	13	1	2.3	3.6	18.9	1.9			0.9	2.9	3.2	0.9	11	0	0.9	1.6	0.8	7.2	1.1	21.9	0	1.2	1	2.2	1.6	18.6	8504	3313	408	1600	960	273	50	18	1882	70.31	54.35	15.95	15.95	0	625	201	259	12	133	4720	110	3.7	4.8	0.2	2.5	86.8	2	16	20	1	10	367	9
2009	Cromstrijen	6323	493	5912	461	1054	530	41	631	49	169	147	8	13	1	2.3		18.9	1.9	1.3	1	0.9	2.9	3.2	0.9	11	0	0.9	1.6	0.8	7.2	1.1	21.9	0	1.2			1.6	18.6	8222	3067	365	1733	924	260	73	18	1781	70.31	54.36	15.95	15.95	0	627																		
2010	Cromstrijen	6432	502	6028	470	1033	551	43	673	53	168	147	8	13	1	2.3		18.9	1.9	1.3	1	0.9	2.9	3.2	0.9	11	0	0.9	1.6	0.8	6.5		21.9	0	1.2	1	1.8	1.6	18.6	7873	2865	344	1659	997	271	62	19	1656	70.31	54.36	15.95	15.95	0	631	201	264	92	128	4637	117	3.7	4.8	1.7	2.4	85.3	2.2	16	21	7	10	362	9
2007	Cuijk	11122	459	10541	435	1654	826	34	760	31	290	264	9	16	1	2.6	12.4	12.1	3	1.7	1.3	0.6	4.2	2.7	0.9	2.7	0.9					1.6						1.9	2.3	14797	1875		4277	1215	676			5830	57	51.56	5.44	5.44	0	744																		
2008	Cuijk	11336	468	10728	443	1604	875	36	829	34	299	274	9	16	1.3	2.3	12.3	12.1	3			0.6	4.3	2.6	0.9	2.7	0.9	1.1	4.3	1.4	9.1	2.4	9.2	0.8	2.3	0.9	0.7	1.9	2.3	16289	1827	607	4184	2542	656	298	26	6149	57	51.56	5.44	5.44	0	746	255	651	163	126	3682	248	5	12.7	3.2	2.5	71.8	4.8	11	27	7	5	152	10
2009	Cuijk	11557	475	10971	451	1604	929	38	909	37	300	274	9	16	1.3	2.3		12.1	3	1.7	1.3	0.6	4.3	2.6	0.9	2.7	0.9	1.1	4.1	1.4	9	2.4	9.2	0.8	2.3			1.9	2.3	14420	1567	557	4212	1067	665	163	31	6158	57	51.34	5.66	5.66	0	753																		
2010	Cuijk	11787	482	11187	458	1710	966	40	1005	41	300	275	9	16	1.3	2.3		12.2	3	1.7	1.3	0.6	4.3	2.6	0.9	2.7	0.9	1	4.1	1.1	8.4		10.2	0.6	2.3	1	0.6	1.9	2.3	14346	1406	572	4032	977	666	210	38	6444	57	51.34	5.66	5.66	0	760	252	645	189	116	3662	257	4.9	12.6	3.7	2.3	71.5	5	10	26	8	5	150	11
2007	Culemborg	10920	402	10063	370	1505	804	30	812	30	179	165	10	4	0.6	6.8	11.8	16.6	2.2	0.7	6.2	0.5	10	1.3	3	1.4	2					1.6						1.7	1.6	14722	6519	536	2959	2045	508	126	37	1992	31.18	29.42	1.75	1.75	0	1322																		
2008	Culemborg	11069	405	10216	374	1522	832	30	844	31	178	165	10	4	0.7	7.1	11.8	16.6	2.2			0.5	10	1.3	3	1.4	2	0.7	6.1	1.1	12.3	1.6	17.1	0	1.8	1	0.4	1.7	1.6	14465	6452	495	2715	2036	519	124	38	2086	31.18	29.42	1.75	1.75	0	1328	126	544	93	98	1868	212	4.3	18.5	3.2	3.3	63.5	7.2	5	20	3	4	68	8
2009	Culemborg	11321	413	10403	379	1469	846	31	904	33	179	166	10	4	0.7	8		16.6	2.2	0.6	10.2	0.5	10.8	1.4	3	1.4	2	0.7	6.1	1.2	11.3	1.6	17.1	0	1.8			1.7	1.6	14228	6184	481	2820	1921	518	115	38	2151	31.18	29.42	1.75	1.75	0	1334																		
2010	Culemborg	11520	419	10648	387	1498	883	32	1003	36	180	167	10	4	0.8	7.1		16.6	2.2	0.5	10.2	0.5	10.7	1.4	3	1.4	2	0.7	5.2	1.1	12.9		13.3	0	1.8	0.7	0.3	1.7	1.6	14253	6025	483	2717	1915	524	134	36	2419	31.18	29.42	1.75	1.75	0	1345	127	547	78	114	1905	170	4.3	18.6	2.7	3.9	64.8	5.8	5	20	3	4	69	6
2007	Dalen																																																																							
2008	Dalen																																																																							
2009	Dalen																																																																							
2010	Dalen																																																																							
2007	Dalfsen	12915	487	12435	469	2628	1915	72	1258	47	564	499	64	2	1.9	1.6	14	14.1	2.2	2.1	0.8	1	4.2	6.5	0.3	6.5	0.3					1.6						1.2	6.5	11125	4892	218	1803	2627	602	86	15		166.5	165.14	1.36	1.36	0	423																		
2008	Dalfsen	13252	496	12705	475	2749	1980	74	1292	48	565	500	64	2	1.9	1.6	14	14.1	2.2			1	4.2	6.5	0.3	6.5	0.3	1.6	2.1	1.1	4.2	1.6	15.2	0	9.7	1.7	1	1.2	6.5	11519	5016	210	1782	2986	655	114	14		166.5	165.14	1.36	1.36	0	437	506	608	55	206	13560	1576	3.1	3.7	0.3	1.2	82.1	9.5	19	23	2	8	507	59
2009	Dalfsen	13620	504	13084	484	2811	2086	77	1445	53	566	501	64	2	1.8	1.6		14.2	2.2	2.1	0.8	1	4.2	6.4	0.3	6.5	0.3	1.6	2.1	1.1	4.2	1.6	15.2	0	10.6			1.2	6.5	11190	4925	207	1859	2337	658	126	19		166.5	165.11	1.39	1.39	0	441																		
2010	Dalfsen	13947	512	13400	492	2787	2182	80	1541	57	573	508	64	2	2	1.3		14.2	2.2	2	0.8	1	4.2	6.5	0.3	6.5	0.3	1.6	2.1	1.1	4		15.3	0	10.6	1.7	0.9	1.2	6.5	10931	4351	227	1826	2449	668	127	18	1264	166.5	165.11	1.39	1.39	0	454	519	628	56	204	13512	1592	3.1	3.8	0.3	1.2	81.8	9.6	19	23	2	7	496	58
2007	Dantumadeel	8451	434	8277	425	1403	719	37	1110	57	245	222	22	0	1.2	2.5	7.6	7.6	1.4	3.6	0.3	0.7	3.9	3.9	1.5	6	0.7					1.5						1.3	4.4	12969	4480	443	2928	1920	360	122	30	2686	87.49	85.67	1.83	1.83	0	392																		
2008	Dantumadeel	8603	443	8440	435	1411	757	39	1155	60	245	222	22	0	1.2	2.5	7.5	7.5	1.4			0.7	3.9	3.8	1.5	6	0.7	1.3	2.3	1.3	1.8	1.5	19.2	0	3.7	0.8	0.8	1.3	4.4	12958	4520	417	2961	1782	350	118	24	2786	87.49	85.67	1.83	1.83	0	401	225	508	41	103	7255	405	2.6	6	0.5	1.2	85	4.7	12	26	2	5	374	21
2009	Dantumadeel																																																																							
2010	Dantumadeel																																																																							
2007	Dantumadiel																																																																							
2008	Dantumadiel																																																																							
2009	Dantumadiel	8835	456	8672	448	1452	783	40	1225	63	246	224	22	0	1.2	2.5		7.5	1.3	2.1	0.9	0.7	3.9	3.9	1.5	6	0.7	1.3	2.3	1.3	1.8	1.5	19.3	0	3.7			1.3	4.4	12387	4105	443	2888	1845	337	67	25	2677	87.49	85.46	2.04	2.04	0	405																		
2010	Dantumadiel	8923	463	8775	455	1473	777	40	1298	67	247	225	22	0	1.2	2.5		7.5	1.3	2.1	0.9	0.7	3.9	3.9	1.6	6	0.7	1.3	2.3	1.3	1.8		19.3	0	3.7	0.8	0.8	1.4	4.3	12159	4273	442	2491	1790	330	96	43	2694	87.49	85.46	2.04	2.04	0	406	227	524	163	101	7111	404	2.7	6.1	1.9	1.2	83.4	4.7	12	27	8	5	369	21
2007	Delft	30984	325	28758	302	3414	2283	24	4365	46	310	288	8	14	0.5	17.4	2.2	2.3	18.2	0.5	26	0.5	18.8	1.3	7.4	1.6	5.3					1.1						1.2	1.5	44029	25367	2690	4537	6343	1765		69	3027	24.08	22.98	1.1	1.1	0	3322																		
2008	Delft	31548	328	29231	304	3315	2337	24	5012	52	309	288	8	14	0.5	17.4	2.2	2.3	19.1			0.5	18.6	1.3	7.5	1.6	5.3	0.5	14.8	0.4	92.7	1.1	2	4.5	1.4	0.8	0.5	1.2	1.5										24.08	22.98	1.1	1.1	0	3358	178	1216	112	399	255	123	7.8	53.3	4.9	17.5	11.2	5.4	2	13	1	4	3	1
2009	Delft	31802	329	29462	305	3344	2363	24	5607	58	313	291	7	14	0.5	16.1		2.3	18.1	0.4	26.2	0.5	18.6	1.3	7.4	1.6	5.3	0.5	15.7	0.4	92.4	1.1	2	4.5	1.4			1.2	1.5	44191	24940	3950	4536	5697	1815	145	40	3068	24.08	22.83	1.25	1.25	0	3355																		
2010	Delft	32019	331	29707	307	3290	2422	25	6033	62	313	291	7	14	0.5	16.2		2.2	18.1	0.4	25.1	0.5	18.7	1.3	7.4	1.5	5.3	0.5	15.7	0.4	95.9		2	4.5	1.4	0.8	0.5	1.2	1.5										24.08	22.83	1.25	1.25	0	3364	177	1209	106	410	260	123	7.7	52.9	4.6	17.9	11.4	5.4	2	12	1	4	3	1
2007	Delfzijl	11556	418	11077	401	1465	1164	42	1124	41	389	341	38	10	1.3	3.4	4.2	4.2	1.1	3.8	1.3	0.6	7.9	3.8	2.3	5.1	1.3					2.9						1	3.8	24130	7835	2279	2670	1592	380	178	31	9165	227.48	132.99	94.49	3.17	91.32	623																		
2008	Delfzijl	11702	428	11256	412	1528	1170	43	1217	45	389	341	38	10	1.4	2.3	4.2	4.2	1.1			0.6	8.1	3.7	2.7	5.1	1.3	1.1	3.5	1.6	9.7	3	25.3	0	5.7	0.9	0.6	1	3.8	20837	8073	1519	2769	1741	431	159	44	6101	227.48	132.99	94.49	3.17	91.32	613	396	1149	472	255	10260	782	3	8.6	3.5	1.9	77.1	5.9	14	42	17	9	376	29
2009	Delfzijl	11870	444	11411	427	1571	1240	46	1256	47	389	342	37	10	1.4	2.3		4.3	1.1	3.9	1.3	0.6	8	3.8	2.6	5.1	1.3	1.1	3.5	1.6	9.2	3	27.1	0	5.9			1	3.9	22361	8794	1684	2117	1492	404	169	40	7661	227.48	133.15	94.34	3.05	91.28	584																		
2010	Delfzijl	11941	448	11509	432	1570	1276	48	1280	48	392	345	37	10	1.4	1.6		4.3	1.1	3.6	1.8	0.6	8	3.8	2	5.1	1.3	1.2	3.5	1.6	9.6		27	0	5.9	0.9	0.5	1	3.9	19043	8721	1375	1664	1361	365	166	32	5359	227.48	133.15	94.34	3.05	91.28	601	401	1115	540	260	10303	701	3	8.4	4.1	2	77.3	5.3	15	42	20	10	387	26
2007	Denekamp																																																																							
2008	Denekamp																																																																							
2009	Denekamp																																																																							
2010	Denekamp																																																																							
2007	Deurne	14342	450	13711	431	2941	1308	41	1897	60	503	483	12	9	1.3	5.1	3.2	12.9	2.2	1.8	1.7	0.7	7	3.1	1.6	3.8	1.6					1.5						2	3.3										118.37	117.12	1.25	1.25	0	810																		
2008	Deurne	14621	462	13937	440	3028	1354	43	1989	63	504	483	12	9	1.3	5.1	3.2	12.9	2.2			0.7	7	3.1	1.6	3.8	1.6	1.1	5.8	0.9	13.5	1.5	11.5	0.1	3.1	0.9	0.7	2	3.3										118.37	117.12	1.25	1.25	0	804	360	852	29	128	7618	2718	3.1	7.3	0.2	1.1	65.1	23.2	11	27	1	4	241	86
2009	Deurne	14841	472	14098	448	3101	1384	44	2169	69	507	486	12	9	1.3	5.1		12.9	2.2	1.8	1.6	0.7	6.9	3.1	1.6	3.8	1.6	1.1	5.8	0.9	13.5	1.5	11.6	0.1	3.2			2	3.3	10168	3257	539	1648	2837	769		30	1041	118.37	117.08	1.29	1.29	0	809																		
2010	Deurne	15068	478	14355	455	3137	1441	46	2228	71	507	487	12	9	1.3	5.1		12.9	2.2	1.6	2.5	0.7	7	3.1	1.6	3.7	1.6	1.1	6.5	1	12.8		11.6	0.1	3.1	0.8	0.6	2	3.3	10912	2998	549	1740	2924	703		46	1794	118.37	117.08	1.29	1.29	0	817	365	873	43	125	7556	2736	3.1	7.5	0.4	1.1	64.6	23.4	12	28	1	4	240	87
2007	Deventer	40028	414	35918	372	5351	3114	32	4509	47	694	644	26	24	0.9	6.9	3.6	3.2	3.5	0.8	9.5	0.7	11.4	3.6	0.8	2.2	3.1					1.3						1.6	2.2	50366	20744	4175	8521	6392	2037		129		134.37	131.31	3.06	3.06	0	1678																		
2008	Deventer	41527	427	36873	379	5414	3236	33	4964	51	697	647	26	24	1	6.4	3.6	2.8	3.6			0.7	11.3	3.5	1.5	2.3	2.3	0.7	9.3	0.8	34.6	1.3	3.3	2	2.4	0.9	0.4	1.6	2.2	50960	20861	4237	8532	6751	2088		139		134.37	131.31	3.06	3.06	0	1688	472	1849	115	400	8733	1562	3.6	14.1	0.9	3	66.5	11.9	5	19	1	4	90	16
2009	Deventer	43094	440	37677	385	5538	3283	34	5585	57	698	648	26	24	1	6.4		3.5	2	0.8	10.2	0.7	11.2	3.6	1.5	2.3	2.3	0.8	8.7	0.8	33.7	1.4	3.4	2	2.4			1.6	2.2	49853	20630	3370	8806	6249	2152		131		134.37	131.3	3.07	3.07	0	1692																		
2010	Deventer	43578	442	38346	389	5376	3351	34	5992	61	700	650	26	24	1	5.4		3.5	1.8	0.7	11.8	0.6	11.8	3.6	1.5	2.3	2.3	0.8	8.1	0.8	34.1		3.4	2	2.4	0.9	0.4	1.6	2.2	49558	20133	3150	8703	6158	2135		133		134.32	131.25	3.07	3.07	0	1705	481	1832	152	401	8699	1561	3.7	14	1.2	3.1	66.3	11.9	5	19	2	4	88	16
2007	Didam																																																																							
2008	Didam																																																																							
2009	Didam																																																																							
2010	Didam																																																																							
2007	Diemen	9130	382	8502	356	1219	637	27	1046	44	105	93	0	12	0.6	10.6	3.5	4.9	9.2	0.5	14.7	0.5	12.3	3.2	7.5	3.7	2.2					1.2						1	1.1	12709	7054	1173	406	1026	461	152	26		14.03	12.02	2.02	2.02	0	2087																		
2008	Diemen	9188	382	8520	354	1272	657	27	1282	53	105	92	0	12	0.6	10.6	3.5	4.9	9.2			0.5	11.9	3.1	7.6	3.7	2.2	0.6	7.9	0.8	26.8	1.2	4.6	11.6	1.4	0.8	0.4	1	1.1	12387	6891	1128	350	1035	447	127	25		14.03	12.02	2.02	2.02	0	2115	153	387	39	98	215	307	12.8	32.3	3.2	8.2	17.9	25.6	6	16	2	4	9	13
2009	Diemen	9245	380	8520	350	1313	700	29	1562	64	106	93	0	12	0.6	10.8		4.9	9.2	0.5	16.2	0.5	12	3.1	8.3	3.7	2.3	0.6	7	0.8	27.8	1.2	4.6	11.6	1.4			1	1.1	11641	6138	1171	302	1067	420		25		14.03	11.98	2.06	2.06	0	2152																		
2010	Diemen	9477	384	8643	350	1326	682	28	1798	73	106	93	0	12	0.6	11.2		4.9	9	0.5	18.8	0.6	12.2	3.1	7.6	3.7	2.3	0.6	7	0.9	26		4.5	11.6	1.4	0.7	0.3	1.1	0.9	12088	6529	1294	244	1088	431		23		14.03	11.98	2.06	2.06	0	2208	152	383	50	95	212	308	12.7	31.9	4.2	7.9	17.7	25.7	6	15	2	4	9	12
2007	Diepenheim																																																																							
2008	Diepenheim																																																																							
2009	Diepenheim																																																																							
2010	Diepenheim																																																																							
2007	Diepenveen																																																																							
2008	Diepenveen																																																																							
2009	Diepenveen																																																																							
2010	Diepenveen																																																																							
2007	Diessen																																																																							
2008	Diessen																																																																							
2009	Diessen																																																																							
2010	Diessen																																																																							
2007	Diever																																																																							
2008	Diever																																																																							
2009	Diever																																																																							
2010	Diever																																																																							
2007	Dinkelland	12035	462	11364	436	2492	1124	43	971	37	652	600	46	6	2	1.9	10.3	10.3	2.3	1.6	1.5	0.9	3.4	8.6	0.2	9.9	0.2					1.8						1	10	15498	6749	492	4438	2058	604		33	1067	176.81	175.77	1.03	1.03	0	421																		
